words@yad1986m	@yad1986m	215.36	215.55	/
words@yad1986m	@yad1986m	251.19	251.361	А
words@yad1986m	@yad1986m	251.361	251.532	напомни
words@yad1986m	@yad1986m	251.532	251.703	в
words@yad1986m	@yad1986m	251.703	251.874	каком
words@yad1986m	@yad1986m	251.874	252.045	году
words@yad1986m	@yad1986m	252.045	252.216	ты
words@yad1986m	@yad1986m	252.216	252.387	родился
words@yad1986m	@yad1986m	252.387	252.558	/
words@yad1986m	@yad1986m	252.558	252.729	в
words@yad1986m	@yad1986m	252.729	252.9	девяносто
words@yad1986m	@yad1986m	252.9	253.071	первом
words@yad1986m	@yad1986m	253.071	253.242	?
words@yad1986m	@yad1986m	253.242	253.413	/
words@yad1986m	@yad1986m	253.413	253.59	/
words@yad1986m	@yad1986m	254.29	254.548	А
words@yad1986m	@yad1986m	254.548	254.806	/
words@yad1986m	@yad1986m	254.806	255.064	это
words@yad1986m	@yad1986m	255.064	255.322	очень
words@yad1986m	@yad1986m	255.322	255.58	редкая
words@yad1986m	@yad1986m	255.58	255.838	история
words@yad1986m	@yad1986m	255.838	256.096	/
words@yad1986m	@yad1986m	256.096	256.354	когда
words@yad1986m	@yad1986m	256.354	256.612	молодой
words@yad1986m	@yad1986m	256.612	256.87	парень
words@yad1986m	@yad1986m	256.87	257.128	/
words@yad1986m	@yad1986m	257.128	257.386	которому
words@yad1986m	@yad1986m	257.386	257.644	двадцать
words@yad1986m	@yad1986m	257.644	257.902	шесть
words@yad1986m	@yad1986m	257.902	258.16	лет
words@yad1986m	@yad1986m	258.16	258.418	/
words@yad1986m	@yad1986m	258.418	258.676	любит
words@yad1986m	@yad1986m	258.676	258.934	Высоцкого
words@yad1986m	@yad1986m	258.934	259.192	/
words@yad1986m	@yad1986m	259.192	259.45	/
gesture@yad1986m	@yad1986m	0.04	1.03	поднимает левую руку к носу
gesture@yad1986m	@yad1986m	1.03	1.47	опускает руку
gesture@yad1986m	@yad1986m	1.87	3.67	поднимает телефон и смотрит в него
gesture@yad1986m	@yad1986m	3.67	4.33	опускает телефон
gesture@yad1986m	@yad1986m	33.0	33.89	держа телефон, отводит правую руку от лица по направлению к гостю 
gesture@yad1986m	@yad1986m	33.9	39.33	указывает правой рукой, держа телефон, на собеседника
gesture@yad1986m	@yad1986m	39.335	40.275	убирает телефон обратно к лицу
gesture@yad1986m	@yad1986m	41.69	43.5	выпрямляет корпус тела, немного поднимаясь со стула
gesture@yad1986m	@yad1986m	57.18	59.96	поднимает правую руку с телефоном к лицу
gesture@yad1986m	@yad1986m	86.53	88.38	держа телефон в правой руке, отводит её от лица, указывая на собеседника, и отводит обратно к лицу
gesture@yad1986m	@yad1986m	94.87	96.31	наклоняет корпус вперед к собеседнику и садится прямо
gesture@yad1986m	@yad1986m	105.44	107.31	указывает правой рукой на собеседника
gesture@yad1986m	@yad1986m	107.33	108.25	опускает правую руку на колено
gesture@yad1986m	@yad1986m	115.695	116.925	лёгкий кивок головой
